Age,Gender,Tenure/Duration/Ageing,Qualification,Current Occupation/Job,Agency Type,Interim Number of Policies issued,Number of policies rated up,First Years Premium,Renewal Premium,Commission Clawback, Product Type=Risk,Avg TAT for Risk Product, Product Type=Investment,Avg TAT for Investment Product, Product Type=Annuity,Avg TAT for Annuity Product,Renewal commission,Deviation from target policies,Training & DevelopmentRandom NumberMe,Agency Portal usage,Unit Manager,Quotes requested,Agency survery-Satisfaction,No Policy Cancellation-FLC ,Number of Compliants received,Number of Claims Declined,Hit Ratio,Number of policies declined,Label
53,1,32,Post Graduate,Consultant,Captive,537,7,96132,93253,0,67,6,67,3,69,1,6994,-256,6,Medium,YoungMicah,202,8,0,0,0,0.875236295,2,2
27,1,1,Graduate,Doctor,Captive,592,9,59919,77524,0,88,7,86,3,102,1,5815,-289,6,Medium,PrinceWill,426,8,3,0,0,0.657142857,2,2
59,2,40,Post Graduate,Driver,Captive,307,8,91777,91712,9003,79,6,77,4,100,1,6879,22,6,Low,BrandiSharlene,256,1,0,0,1,1.590643275,0,2
39,1,17,Graduate,Driver,Independent,363,0,65555,98482,0,43,11,43,2,67,2,7387,-177,3,Medium,MavisJanelle,152,9,0,0,0,0.821505376,1,2
43,1,4,Graduate,Pilot,Captive,223,0,50969,80070,5592,65,10,61,0,78,0,6006,27,3,Medium,JannaArden,204,1,0,5,0,1.659685864,0,2
54,2,32,Post Graduate,Software Developer,Captive,154,5,78556,81562,0,49,11,51,4,54,0,6118,91,3,High,HarveyMelisa,343,4,0,2,0,0.720136519,2,2
28,2,6,Post Graduate,Driver,Independent,501,0,61610,93846,0,49,8,47,2,52,1,7039,-308,5,High,VickieMai,334,9,0,0,0,0.616666667,1,2
23,1,3,Post Graduate,Consultant,Independent,135,0,52785,91745,0,39,7,41,3,55,0,6881,-30,5,Low,LorenzoJohanna,320,3,0,4,1,1.576,0,1
42,2,3,Graduate,Doctor,Captive,442,0,60898,92851,0,44,8,45,1,57,0,6964,-331,6,Low,JannaArden,616,7,0,0,1,0.180124224,0,1
41,2,21,Graduate,Business,Independent,418,0,75681,86725,6409,84,7,81,3,125,1,6505,-210,3,Medium,DeandreAimee,437,7,0,0,0,0.339578454,0,1
37,1,9,Graduate,Architect,Captive,460,0,72822,94688,6003,41,9,43,1,64,2,7102,-411,2,High,JannaArden,148,3,0,0,0,0.279352227,0,1
50,2,14,Post Graduate,Architect,Captive,373,9,66223,99298,0,97,8,82,0,115,1,7448,-28,4,Low,DarrylErnie,450,2,3,0,2,0.355501814,0,2
34,1,10,Graduate,Doctor,Captive,614,0,82268,90107,8513,101,10,98,3,150,0,6759,-283,5,Medium,DiegoJane,375,2,0,0,0,0.681640625,2,1
40,1,17,Post Graduate,Proffessor,Independent,319,0,90578,79977,0,77,6,84,1,95,2,5999,-134,1,High,PrinceWill,294,2,0,4,0,0.476722533,2,1
25,1,0,Graduate,Doctor,Independent,368,12,55367,83078,0,103,7,107,2,158,1,6231,88,2,Low,DebraCollin,469,3,0,0,0,0.854860186,3,2
20,1,1,Graduate,Pilot,Captive,267,9,87443,88394,0,75,6,83,1,109,2,6630,97,4,Medium,ChandraDante,384,5,3,0,1,0.462162162,0,2
31,1,9,Post Graduate,Business,Independent,610,0,59395,92462,5152,42,7,48,1,60,2,6935,-399,4,Medium,ClaudioSherwood,280,7,0,5,0,0.555555556,0,2
45,1,7,Post Graduate,Consultant,Captive,247,0,76212,88803,8503,41,10,40,2,56,1,6661,-70,1,High,PabloChelsea,137,4,0,0,0,0.536969697,1,2
22,1,2,Graduate,Business,Captive,146,0,99731,85304,9061,44,11,45,3,57,2,6398,85,2,High,MontyBuddy,242,1,0,0,1,1.742765273,0,2
52,1,31,Graduate,Driver,Independent,166,0,52602,86156,6193,51,10,55,0,60,0,6462,-10,1,Low,AnitaMarshall,382,4,0,2,0,0.614555256,2,1
33,1,4,Graduate,Teacher,Captive,350,8,72637,90721,0,72,10,76,1,91,2,6805,-36,1,Medium,BusterNadia,239,10,0,1,0,0.757369615,2,2
28,1,8,Post Graduate,Software Developer,Independent,418,10,67071,90184,0,92,10,89,4,126,0,6764,-14,4,Low,MiaMarissa,452,9,0,0,0,1.364444444,0,2
45,1,1,Post Graduate,Pilot,Captive,511,0,84444,89859,5581,43,11,40,3,51,2,6740,-293,1,High,LorenzoJohanna,276,9,1,5,1,0.436363636,0,2
48,1,19,Post Graduate,Pensioner,Independent,128,4,95523,78070,6547,37,8,36,0,55,0,5856,-41,2,Low,DavidLuella,212,1,0,0,1,4.715447154,2,1
54,1,19,Graduate,Proffessor,Captive,312,7,83836,83488,8834,72,6,74,2,78,1,6262,-29,6,Medium,MontyBuddy,571,9,0,0,0,0.574358974,2,2
41,1,23,Post Graduate,Pensioner,Captive,418,0,73183,77125,5568,63,8,65,4,82,2,5785,-233,6,Medium,MayraAbram,588,9,0,1,0,2.284615385,0,1
58,1,29,Graduate,Driver,Captive,591,13,88384,91919,7203,137,8,124,3,167,0,6894,-94,4,Medium,MarcAlec,609,6,0,1,5,0.794392523,0,2
30,1,11,Post Graduate,Teacher,Captive,643,6,96216,93971,8416,51,7,51,0,80,2,7048,-512,1,High,BusterNadia,182,9,0,3,0,0.343149808,1,1
29,2,4,Graduate,Consultant,Captive,334,4,69692,80259,8218,36,9,36,2,56,1,6020,-208,2,Low,MontyBuddy,425,10,1,0,1,0.304556355,1,1
47,1,10,Post Graduate,Pilot,Independent,387,10,95749,79304,0,92,6,101,1,123,1,5948,-1,3,Medium,MayraAbram,327,3,0,5,0,0.454022989,0,2
54,1,15,Graduate,Business,Captive,170,5,64075,80337,6208,47,11,43,2,58,1,6026,-23,6,Low,MyronPhil,508,10,0,4,0,1.512437811,1,1
20,1,1,Graduate,Proffessor,Independent,179,0,69904,89021,0,50,10,50,3,73,2,6677,-35,2,Medium,KristopherRolando,335,3,2,1,0,0.707317073,1,1
41,1,1,Graduate,Software Developer,Captive,402,13,82576,92378,0,129,9,129,3,145,0,6929,35,4,Low,VickieMai,580,7,4,0,1,0.59858156,0,2
46,1,14,Graduate,Teacher,Captive,307,0,88816,81461,0,89,9,92,0,126,0,6110,89,5,Low,KeriLamont,445,9,3,4,1,0.70212766,2,2
25,1,7,Post Graduate,Software Developer,Captive,476,15,97681,95782,7965,138,10,148,0,190,1,7184,-7,4,High,MarcAlec,479,8,5,5,3,0.688571429,0,1
50,2,14,Post Graduate,Driver,Captive,571,6,83146,91880,0,60,9,51,4,71,1,6891,-461,3,Medium,VickieMai,589,7,2,0,0,0.244952894,0,1
22,1,3,Post Graduate,Pilot,Captive,612,6,65026,89101,0,56,8,52,3,79,1,6683,-340,3,Low,JacquelynLonny,187,7,0,5,0,2.801075269,1,2
21,1,0,Post Graduate,Engineer,Independent,318,5,87531,91318,0,44,11,49,3,54,2,6849,-246,4,High,SpencerJarod,489,9,0,3,1,0.243377483,1,1
38,1,16,Graduate,Doctor,Independent,565,7,76322,77792,0,72,7,63,2,90,0,5835,-260,4,Medium,SpencerJarod,373,9,0,1,0,0.886666667,2,2
52,1,31,Post Graduate,Pilot,Independent,165,5,68196,96710,5114,42,11,47,3,57,0,7254,62,4,High,ChandraDante,289,4,0,0,1,0.194407457,0,2
59,2,18,Graduate,Pilot,Captive,146,5,92925,99602,0,47,9,47,1,53,0,7471,-69,4,High,DomenicHerman,193,9,0,0,0,1.060070671,1,1
28,1,2,Graduate,Pensioner,Independent,531,4,86761,92227,5332,41,11,36,1,47,2,6918,-480,1,Medium,AlphonsoTasha,520,1,1,0,0,0.442446043,0,1
23,1,0,Graduate,Pilot,Captive,234,0,86768,75471,7350,61,7,68,1,89,2,5661,-65,1,High,MickeyMargret,218,3,2,0,0,0.533424284,2,1
31,2,8,Graduate,Consultant,Captive,148,0,62337,88101,0,41,9,47,4,59,0,6608,46,2,Medium,CasandraPaulette,604,3,1,0,1,0.270179372,2,2
34,1,8,Post Graduate,Proffessor,Captive,301,0,66401,91528,0,67,7,59,2,78,2,6865,-71,3,High,AmyShaun,527,5,0,0,0,0.429473684,0,2
48,1,21,Graduate,Consultant,Captive,254,8,63147,90130,0,76,9,84,0,94,1,6760,99,3,Low,JudyAlden,484,10,3,4,0,0.738660907,2,2
47,2,15,Post Graduate,Pensioner,Independent,124,0,98140,90248,8511,40,8,36,1,48,2,6769,36,2,Medium,MarionPablo,299,2,1,0,0,1.23015873,0,2
56,1,6,Graduate,Proffessor,Captive,517,0,80013,92367,5177,92,10,89,2,106,0,6928,-255,5,Medium,DarrylErnie,533,10,3,3,0,1.108108108,2,1
28,1,1,Post Graduate,Architect,Independent,168,6,72788,93979,7187,54,6,52,2,62,2,7049,97,2,Medium,DebraCollin,527,8,0,2,0,3.034313725,0,1
30,1,0,Graduate,Software Developer,Captive,445,14,54122,82795,0,125,11,129,0,191,1,6210,94,1,High,MickeyMargret,634,1,0,0,0,0.831387808,3,1
59,2,32,Post Graduate,Engineer,Captive,564,0,56831,97684,8543,70,6,70,4,79,1,7327,-378,6,High,LorenzoJohanna,491,5,0,4,0,0.679012346,2,1
32,1,14,Graduate,Engineer,Independent,369,10,99688,78556,5603,98,11,92,3,117,2,5892,1,2,High,ClaudioSherwood,622,9,0,2,0,1.452247191,2,1
40,2,3,Graduate,Driver,Captive,491,0,68564,85886,0,73,6,73,1,89,0,6442,-312,5,Low,DarrylErnie,244,8,2,1,0,0.39527027,0,1
30,1,11,Graduate,Teacher,Captive,502,7,75826,79717,0,77,8,77,4,79,1,5979,-306,2,Medium,AlphonsoTasha,640,1,0,5,0,1.440993789,0,1
52,1,25,Graduate,Business,Independent,409,8,77653,97228,5532,82,8,84,2,97,1,7293,-65,1,Medium,JohnathanLydia,647,7,0,0,0,4.413043478,2,1
40,1,12,Post Graduate,Proffessor,Captive,246,0,79837,83951,0,76,7,74,0,96,1,6297,-57,1,Low,PrinceWill,603,1,0,4,0,2.563318777,0,1
26,1,8,Post Graduate,Teacher,Captive,505,0,68688,88847,5181,62,6,71,1,81,0,6664,-351,6,High,JacquelynLonny,214,6,0,0,0,1.239299611,2,1
35,1,16,Graduate,Architect,Independent,197,6,52698,91693,9583,54,6,57,3,63,2,6877,-43,3,Low,JacquelynLonny,601,10,0,5,0,0.244725738,1,1
25,1,3,Post Graduate,Pensioner,Captive,338,11,79008,97063,0,112,6,95,1,132,0,7280,-100,2,Medium,SpencerJarod,403,8,0,2,0,1.065155807,2,1
31,1,12,Post Graduate,Pensioner,Captive,533,0,70079,88502,5143,60,6,57,4,72,2,6638,-438,2,Medium,WilburErnestine,495,4,0,0,0,1.131736527,0,1
24,1,1,Graduate,Architect,Independent,496,15,96477,75799,7891,164,7,159,2,174,2,5685,-50,1,Low,BusterNadia,572,2,0,0,0,1.29925187,0,1
37,2,9,Graduate,Business,Captive,460,7,80376,94787,5716,75,7,68,1,91,1,7110,-310,3,Low,VickieMai,437,3,2,1,1,0.36124031,2,1
57,1,5,Graduate,Architect,Captive,581,5,69474,91962,0,43,10,41,1,59,2,6898,-526,3,Low,AnitaMarshall,588,7,1,0,0,0.690767519,0,1
53,1,20,Graduate,Teacher,Independent,477,6,86313,92111,0,50,11,47,0,71,0,6909,-371,1,Medium,RobertoJeremy,547,7,0,5,0,0.820895522,0,1
42,2,12,Post Graduate,Pilot,Captive,614,10,76569,80471,0,85,11,100,0,118,2,6036,-258,6,Medium,DarrylErnie,302,4,0,4,3,0.403263403,2,1
47,1,4,Graduate,Proffessor,Independent,349,0,53873,98230,7862,105,6,105,0,140,1,7368,-3,2,High,DiegoJane,561,7,0,0,0,0.768115942,2,1
57,1,14,Graduate,Consultant,Captive,271,0,74635,77438,0,68,9,72,1,86,0,5808,-114,5,High,ClaudioSherwood,225,4,0,0,0,0.389850058,2,1
60,1,21,Post Graduate,Consultant,Captive,606,0,92633,97277,6224,85,11,85,4,104,0,7296,-246,1,Medium,MavisJanelle,273,3,0,3,3,0.607264472,0,1
37,1,17,Graduate,Pensioner,Independent,192,5,51430,91511,7147,40,6,44,2,58,2,6864,9,6,High,DorisTristan,234,7,0,5,0,0.281746032,1,1
41,1,10,Graduate,Teacher,Independent,306,0,63661,96490,6941,96,11,93,4,102,1,7237,-75,1,Medium,MavisJanelle,321,1,0,2,0,0.765171504,2,1
33,1,8,Post Graduate,Proffessor,Independent,318,0,54216,97360,8914,64,8,68,3,96,0,7302,-115,2,High,PollyGene,228,1,2,0,1,2.238938053,0,1
47,1,22,Post Graduate,Engineer,Independent,353,9,61275,94820,0,95,7,92,3,110,2,7112,-16,2,High,JannaArden,486,5,0,0,0,0.58382643,0,1
38,2,9,Post Graduate,Proffessor,Captive,589,15,90706,78767,9433,149,6,164,4,184,1,5908,-154,1,Low,MarionPablo,643,9,0,0,3,0.58519389,3,1
44,1,1,Graduate,Engineer,Independent,346,0,98593,98274,0,73,10,70,3,99,1,7371,-40,5,High,PabloChelsea,242,2,0,5,1,0.960648148,2,1
26,1,4,Graduate,Engineer,Captive,243,0,80305,77373,6435,70,8,70,1,72,2,5803,55,4,High,MarcAlec,211,5,0,2,1,0.504576659,2,1
57,1,38,Post Graduate,Software Developer,Independent,282,0,52510,99656,7773,50,10,56,0,68,1,7475,-202,5,Medium,HarveyMelisa,174,6,0,2,0,1.03654485,1,1
51,1,25,Graduate,Pensioner,Independent,396,0,68212,86729,7982,75,8,73,2,94,2,6505,-119,1,High,TracieSasha,453,2,0,0,0,1.607142857,0,1
34,1,3,Graduate,Engineer,Captive,608,4,58229,82344,5954,38,8,39,4,54,0,6176,-392,1,Medium,ChandraDante,131,1,0,0,0,2.183333333,1,1
44,1,2,Graduate,Software Developer,Captive,524,0,62496,77326,6922,69,9,65,4,75,0,5800,-378,4,Medium,LouellaJosue,209,9,0,0,0,1.593582888,2,1
60,1,19,Graduate,Proffessor,Captive,422,0,67908,98440,6402,38,10,37,3,56,1,7383,-355,6,High,PollyGene,424,3,1,5,0,0.238615665,0,1
51,1,19,Post Graduate,Business,Independent,209,5,62180,85996,0,46,8,49,4,63,2,6450,-9,1,Low,DwightNeva,430,3,2,1,0,0.423180593,0,1
46,1,20,Post Graduate,Proffessor,Captive,539,6,66832,93659,0,56,11,56,0,58,1,7025,-441,5,Medium,LorenzoJohanna,170,8,0,5,0,0.784697509,0,1
50,1,11,Post Graduate,Engineer,Captive,396,4,86388,86229,5277,36,8,42,3,52,1,6468,-220,2,Low,KristopherRolando,367,9,0,5,0,2.835616438,0,1
27,1,4,Post Graduate,Pilot,Captive,607,7,50775,94190,0,69,10,65,2,97,2,7065,-333,4,Medium,YoungMicah,535,10,2,0,1,0.470468432,2,1
33,1,2,Post Graduate,Architect,Captive,410,13,99386,93241,0,128,8,124,0,148,0,6994,-21,3,Low,MavisJanelle,460,2,0,4,1,0.53042328,3,1
35,1,1,Graduate,Proffessor,Independent,178,6,54176,91499,9384,59,6,55,3,64,0,6863,94,4,Medium,MickeyMargret,497,10,2,3,0,1.658064516,2,1
56,1,3,Graduate,Pilot,Captive,424,13,58837,97626,0,123,6,131,3,170,1,7322,-63,2,High,KimberlyCasandra,432,1,4,0,0,0.865580448,3,1
25,1,6,Graduate,Consultant,Independent,465,0,63895,97402,0,84,7,81,3,97,2,7306,-293,3,Low,JohnathanLydia,283,4,0,0,1,1.135761589,2,1
34,1,1,Post Graduate,Engineer,Captive,337,0,65880,95286,5317,75,9,83,2,93,1,7147,-127,5,Medium,DorisTristan,624,9,0,3,0,0.387332521,2,1
35,1,3,Graduate,Driver,Independent,244,0,62643,81445,0,76,7,71,4,98,2,6109,73,1,Medium,DwightNeva,404,4,0,3,0,1.601823708,2,1
56,1,28,Post Graduate,Proffessor,Captive,359,0,76547,87285,0,39,8,41,0,43,2,6547,-167,4,Low,DorisTristan,417,8,0,0,0,0.763975155,1,1
57,1,29,Graduate,Doctor,Independent,219,0,71881,86902,7947,61,11,68,2,90,1,6518,-64,2,Medium,BillyJerry,628,5,0,4,1,0.669829222,2,1
41,2,2,Graduate,Driver,Independent,138,5,75158,86689,8244,44,9,40,0,54,1,6502,95,6,Medium,LouellaJosue,245,1,0,4,0,0.330632091,0,1
34,1,4,Post Graduate,Software Developer,Captive,604,0,88690,80612,0,46,11,51,2,62,0,6046,-538,4,Low,LoreneIsiah,159,10,0,0,0,1.298597194,0,1
29,1,1,Graduate,Pilot,Independent,630,5,92797,97115,6722,39,10,41,0,56,2,7284,-396,5,High,RobertoJeremy,367,3,0,0,0,0.271457086,1,1
46,1,5,Graduate,Pilot,Captive,328,0,58295,77805,0,108,8,105,1,115,0,5836,92,1,Medium,AlphonsoTasha,615,1,0,0,0,0.956647399,0,1
